Target,Correlation,p_value,q_value
T4_deiodinase,-0.000824699,0.930251075,0.937567565
T4bSS_IcmS,-0.002137537,0.820527703,0.870043435
T5orf172,-0.026210903,0.005396596,0.048548318
T6SS-SciN,-0.014244525,0.130556744,0.551542464
T6SS_FHA_C,-0.009961974,0.290359231,0.844355272
T6SS_HCP,-0.017816309,0.058614674,0.31796944
T6SS_Tdi1_C,-0.00668891,0.477746895,0.870043435
T6SS_Tle1-like_C,-0.003617245,0.70104128,0.870043435
T6SS_Tle1-like_cat,-0.015163827,0.107508055,0.490269039
T6SS_Tse3_N,-0.00214363,0.820024796,0.870043435
T6SS_Tse3_cat,-0.00214363,0.820024796,0.870043435
T6SS_TssF,-0.016380461,0.082097012,0.410496887
T6SS_TssG,-0.015986331,0.089733103,0.43385239
T6SS_VasE,-0.016701039,0.076282159,0.388415958
T6SS_VasJ,-0.010384789,0.270369265,0.820888473
T6SS_Vgr,-0.010951664,0.245080088,0.784694904
T6SS_VgrG3-like_C,-0.002133608,0.82085198,0.870043435
T6SS_VipA,-0.017071225,0.069989997,0.365411786
T7SS_ESX1_EccB,-0.009642743,0.306095115,0.86715671
T7SS_ESX_EspC,-0.010094911,0.283969814,0.837211578
T7SS_EccA1_N,-0.011223289,0.233569572,0.769140002
T7SS_signal,-0.003108512,0.741459862,0.870043435
T7_gp14,-0.005081829,0.589638411,0.870043435
TACC_C,-0.004023915,0.669323011,0.870043435
TACI-CRD2,-0.00216746,0.818058944,0.870043435
TACO1_YebC_N,-0.006379362,0.498357523,0.870043435
TAF1C_C,-0.001755968,0.852155628,0.873126409
TAF1C_beta-prop,-0.002239105,0.812155516,0.870043435
TAGT,-0.003104561,0.741776794,0.870043435
TAL_FSA,-0.014807268,0.116032703,0.514496409
TAL_effector,-0.00624703,0.507310775,0.870043435
TANGO2,-0.004667974,0.620293021,0.870043435
TAPR1-like,-0.001398601,0.881995758,0.894482683
TAT_signal,-0.027102416,0.004014429,0.037640987
TA_inhibitor,-0.001701213,0.856715075,0.876396573
TAtT,-0.002862358,0.761283963,0.870043435
TBCC_N,-0.001886476,0.841308432,0.870043435
TBD,-0.005614028,0.551278192,0.870043435
TBP,-0.004801035,0.610361372,0.870043435
TBP-TOTE,-0.008451712,0.369701351,0.870043435
TBPIP,-0.002131329,0.821040095,0.870043435
TCAD3,-0.003019399,0.748617653,0.870043435
TCAD9,-0.017613693,0.06154454,0.33015403
TCL1_MTCP1,-0.002143492,0.82003622,0.870043435
TEA,-0.001901528,0.840059308,0.870043435
TED,-0.018419092,0.050575501,0.28564508
TED_2,-0.007556298,0.422556298,0.870043435
TED_complement,-0.009956037,0.290646837,0.844978567
TENA_THI-4,-0.01845535,0.050122928,0.283644616
TEN_NHL,-0.006830678,0.468465538,0.870043435
TEN_YD-shell,-0.010599132,0.260604488,0.809806861
TEX47,-0.002985394,0.751354752,0.870043435
TFIIA,-0.011265893,0.231799526,0.766440349
TFIIB,-0.006037014,0.521691373,0.870043435
TFIIB_C_1,-0.002120634,0.821922942,0.870043435
TFIIE_alpha,-0.014764599,0.117087454,0.517779758
TFIIS_M,-0.003359134,0.721450797,0.870043435
TGFb_propeptide,-0.003066055,0.744867405,0.870043435
TGL,-0.00217775,0.817210387,0.870043435
TGS,-0.015935241,0.090763525,0.43678341
TGT,-0.007127626,0.449352141,0.870043435
THAP4_heme-bd,-0.003022085,0.748401525,0.870043435
THDPS_M,-0.003673555,0.696616605,0.870043435
THDPS_N_2,-0.00357231,0.704579474,0.870043435
THF_DHG_CYH,-0.013791696,0.143237058,0.585479406
THF_DHG_CYH_C,-0.022635262,0.016275129,0.121186885
THR4_C,-0.007006365,0.457103297,0.870043435
THUMP,-0.005914823,0.530153709,0.870043435
TIC20,-0.008327495,0.37677795,0.870043435
TIG,-0.009298978,0.323661127,0.870043435
TIG_SUH,-0.004657199,0.621100343,0.870043435
TIM,-0.014087922,0.134839641,0.563036051
TIM-barrel_EndoS,-0.004209189,0.655061715,0.870043435
TINF2_N,-0.00061539,0.947923939,0.952715189
TIP49,-0.018500196,0.04956788,0.281055241
TIR,-0.014479435,0.124331031,0.536843798
TIR_2,-0.029505448,0.001734878,0.018553202
TK,-0.012209475,0.195012377,0.696017557
TLC,-0.002122066,0.821804724,0.870043435
TLV_coat,-0.002043033,0.828336012,0.870043435
TM1266-like,-0.002127975,0.821316962,0.870043435
TM1586_NiRdase,-0.019798026,0.035600909,0.218745487
TM2,0.032102776,0.000654204,0.007826692
TM231,-0.002003227,0.831630054,0.870043435
TM7S3_TM198,-0.003404595,0.717841171,0.870043435
TMEM100,-0.002203213,0.815111642,0.870043435
TMEM101,-0.002138817,0.820422007,0.870043435
TMEM106,-0.006639776,0.480986975,0.870043435
TMEM106_N,-0.002153877,0.819179364,0.870043435
TMEM131_like_N,-0.002229646,0.812934256,0.870043435
TMEM144,-0.009678585,0.304300708,0.864566583
TMEM154,-0.001874259,0.842322652,0.870043435
TMEM164,-0.004192181,0.656365751,0.870043435
TMEM175,-0.010493369,0.265391795,0.815713252
TMEM234,-0.014649321,0.119974752,0.525510376
TMEM238,-0.001272935,0.892531062,0.903974773
TMEM260-like,-0.002135087,0.820729847,0.870043435
TMEM51,-0.002043579,0.828290836,0.870043435
TMEM71,-0.002102704,0.823403674,0.870043435
TMF_DNA_bd,-0.007604549,0.419599951,0.870043435
TMF_TATA_bd,-0.008034805,0.393779898,0.870043435
TMP-TENI,-0.019444771,0.03902215,0.234153202
TMP_2,-0.004092941,0.66399551,0.870043435
TMP_3,-0.030398201,0.001250784,0.014032386
TMP_4,-0.002216629,0.814006354,0.870043435
TMP_N,-0.003257605,0.729534598,0.870043435
TM_HPP,-0.01264302,0.179624433,0.665470152
TM_PBP2_N,-0.004779514,0.611962952,0.870043435
TNFR_ELAPOR1_6th,-0.001737887,0.853660728,0.87443549
TNT,-0.006485964,0.491206708,0.870043435
TOBE,-0.031585296,0.000799057,0.009355858
TOBE_2,-0.048666075,2.36E-07,5.54E-06
TOBE_3,-0.013924982,0.139410316,0.576279272
TOD1_MUCI70,-0.004814918,0.609329231,0.870043435
TOM20_plant,-0.00653336,0.48804522,0.870043435
TOP6A-Spo11_Toprim,-0.002082041,0.825110913,0.870043435
TOP_N,-0.006589856,0.484291061,0.870043435
TOR1L1_N,-0.004611592,0.624522482,0.870043435
TP0453,-0.001459267,0.876917152,0.891291576
TPD52,0.000617428,0.947751793,0.952625189
TPK_catalytic,-0.002881576,0.759730425,0.870043435
TPMT,-0.015550827,0.098825042,0.463231898
TPM_phosphatase,-0.005611251,0.551475106,0.870043435
TPPII,-0.001951804,0.835889846,0.870043435
TPP_enzyme_C,-0.038194413,5.01E-05,0.000769185
TPP_enzyme_M,-0.03513075,0.000191685,0.002591676
TPP_enzyme_M_2,-0.002022069,0.83007047,0.870043435
TPP_enzyme_N,-0.035079327,0.000195883,0.002635989
TPR-S,-0.012681592,0.178300377,0.663121009
TPR_1,-0.051359341,4.91E-08,1.31E-06
TPR_10,-0.030629339,0.001147623,0.012937968
TPR_11,-0.036060521,0.000128924,0.001804467
TPR_12,-0.049383962,1.57E-07,3.82E-06
TPR_14,-0.050360972,8.87E-08,2.26E-06
TPR_15,-0.015276084,0.104929354,0.481939564
TPR_16,-0.042856901,5.35E-06,1.00E-04
TPR_17,-0.035096548,0.000194468,0.002620086
TPR_18,-0.004290472,0.648844122,0.870043435
TPR_19,-0.04726993,5.17E-07,1.15E-05
TPR_2,-0.056898251,1.51E-09,4.81E-08
TPR_20,-0.016708085,0.076158223,0.387956178
TPR_21,-0.012894641,0.171117697,0.647805328
TPR_23,-0.002171967,0.817687268,0.870043435
TPR_27,-0.008260477,0.380630413,0.870043435
TPR_3,-0.019874873,0.034891522,0.216229944
TPR_4,-0.020490726,0.029630248,0.192956325
TPR_5,-0.007539134,0.423610865,0.870043435
TPR_6,-0.030177184,0.001357373,0.015066967
TPR_7,-0.03325146,0.000415405,0.005201815
TPR_8,-0.046335015,8.64E-07,1.87E-05
TPR_9,-0.025267989,0.007313321,0.063360614
TPR_COPA_B,-0.002117149,0.822210704,0.870043435
TPR_CcmH_CycH,-0.028697749,0.002315654,0.023866342
TPR_ESP1,-0.002027337,0.829634565,0.870043435
TPR_GEMI5,-0.007109127,0.450529794,0.870043435
TPR_IF140_C,-0.003042091,0.746792863,0.870043435
TPR_MLP1_2,-0.015667941,0.096310675,0.455934346
TPR_MalT,-0.02955081,0.001706622,0.01830928
TPR_NPHP3,-0.015181568,0.107097214,0.488782023
TPR_NUP160_120_M,-0.003065337,0.744925077,0.870043435
TPR_P4H,-0.004237536,0.652890623,0.870043435
TPR_Sec16,-0.0020329,0.829174283,0.870043435
TPR_Slam,-0.020287341,0.031286839,0.200128182
TPR_TTI1_N,-0.002792028,0.766977603,0.870043435
TPR_Trm732_C,-0.002950101,0.754198806,0.870043435
TPR_leprecan,-0.004237536,0.652890623,0.870043435
TPS,-0.022107342,0.018943796,0.136977301
TPT,-0.017720887,0.059979748,0.324003012
TP_methylase,-0.018228371,0.053012754,0.294932992
TQ,-0.010631186,0.259165426,0.806953257
TRADD-like_N,-0.003720745,0.6929165,0.870043435
TRADD_N,-0.003059112,0.745425095,0.870043435
TRAM,-0.008849281,0.347612109,0.870043435
TRAM_2,-0.002077801,0.825461311,0.870043435
TRAPPC10,-0.002115137,0.822376851,0.870043435
TRAP_beta,-0.010506103,0.26481221,0.815253494
TRASH_HVO_1752_C,-0.010950161,0.245144866,0.784694904
TRCF,-0.006914629,0.463016739,0.870043435
TREH_N,-0.011628628,0.217113993,0.74059247
TRI12,-0.027211281,0.003869777,0.036552115
TRL,-0.002247978,0.811425101,0.870043435
TRM,-0.001857096,0.843747825,0.870043435
TRM13,-0.003012203,0.749196576,0.870043435
TRM5-TYW2_MTfase,-0.015507826,0.099761283,0.466374899
TROVE,-0.004883884,0.604213406,0.870043435
TRPM_tetra,-0.005155613,0.584247339,0.870043435
TRSP,-0.036176225,0.000122635,0.001722721
TSC22,-0.012574853,0.181982205,0.669901299
TSCPD,-0.002265517,0.809981833,0.870043435
TSP3_bac,-0.008227704,0.382523148,0.870043435
TSP_3,-0.004269602,0.650438192,0.870043435
TSP_C,-0.003454373,0.713895983,0.870043435
TSP_NTD,-0.007988343,0.39652087,0.870043435
TT1_Tal,-0.008236959,0.381988073,0.870043435
TTC3,-0.006410363,0.496272274,0.870043435
TTHB210-like,-0.00520865,0.580386367,0.870043435
TTI1,-0.002060412,0.826898737,0.870043435
TTL,-0.004273802,0.650117291,0.870043435
TTR-52,-0.00269232,0.775071006,0.870043435
TTR_TEN1-4,-0.002143492,0.82003622,0.870043435
TT_ORF2a,-0.002682289,0.775886623,0.870043435
TTc_toxin_rep,-0.004559258,0.628459377,0.870043435
TXD17-like_Trx,-0.006083211,0.518510178,0.870043435
TY-Chap3,-0.004241026,0.652623533,0.870043435
TYA,-0.002389467,0.799800857,0.870043435
TYW3,-0.001832064,0.845827364,0.870043435
T_hemolysin,-0.005581555,0.553583223,0.870043435
Tachylectin,-0.003841952,0.683446499,0.870043435
TackOD1,-0.004101713,0.663319639,0.870043435
Tad,-0.016178881,0.085933978,0.422453778
Tad2-like,-0.016905806,0.072746962,0.375051727
TadB_TadC_N,-0.00310404,0.741818541,0.870043435
TadE,-0.017278863,0.066651353,0.351320866
TadF,-0.005590688,0.55293444,0.870043435
TadZ-like_ARD,-0.006366092,0.49925155,0.870043435
TadZ_N,-0.007421397,0.430886246,0.870043435
Tad_C,-0.00508505,0.589402585,0.870043435
Tae4,-0.005260103,0.576652204,0.870043435
TagA,-0.022722449,0.015867732,0.118601787
TagF_N,-0.009182166,0.329776695,0.870043435
TagH_SH3-like,-0.002906932,0.757682093,0.870043435
Tail_P2_I,-0.01451495,0.123410285,0.535071734
Tail_completion_gp17,-0.005474224,0.56123536,0.870043435
Tail_spike_N,-0.002822016,0.764548346,0.870043435
Tail_tube,-0.002167895,0.81802306,0.870043435
Takusan,-0.005814347,0.537164049,0.870043435
Talin_IBS2B,0.008973492,0.340886627,0.870043435
Talin_middle,-0.002190769,0.816137204,0.870043435
TamB,-0.005614729,0.551228446,0.870043435
Tannase,-0.014689238,0.118968742,0.522322537
Tape_meas_lam_C,-0.028569238,0.002422989,0.024729502
TaqI_C,-0.008391012,0.373149002,0.870043435
TarH,-0.026586048,0.004769666,0.043519425
TarS_C1,-0.001749844,0.85266537,0.873571086
TatA_B_E,-0.009384874,0.319211574,0.870043435
TatC,-0.008023238,0.394461187,0.870043435
TatD_DNase,-0.013605107,0.148728854,0.598452279
TauD,-0.023778679,0.011599775,0.093226626
TauE,-0.04060884,1.62E-05,0.00027508
Tautomerase,-0.027566971,0.003429554,0.033182087
Tautomerase-like,-0.004234374,0.65313266,0.870043435
Tautomerase_2,-0.024831614,0.008391605,0.071057548
Tautomerase_3,-0.006621099,0.482221679,0.870043435
Tax,-0.002124684,0.821588575,0.870043435
Taxilin,-0.004792603,0.610988693,0.870043435
TbpB_B_D,-0.004273235,0.650160587,0.870043435
TbsP_N,-0.004750756,0.614105906,0.870043435
Tc-38,-0.012762334,0.175552304,0.659064039
Tc-R-P,-0.019288224,0.040625352,0.242010424
TcA_RBD,-0.001773944,0.850659846,0.872516199
TcA_TcB_BD,-0.004513155,0.631936323,0.870043435
TcaA_2nd,-0.005419994,0.565121031,0.870043435
TcaA_3rd_4th,-0.00431412,0.647039752,0.870043435
TcaA_5th,-0.005498917,0.559470337,0.870043435
TcdA1_RBD_2,-0.001773944,0.850659846,0.872516199
TcdA_TcdB,-0.024710076,0.008716226,0.073482628
TcdA_TcdB_pore,-0.005091998,0.588894038,0.870043435
TcdB_N,-0.024313268,0.009855615,0.081655755
TcdB_toxin_midC,-0.004513155,0.631936323,0.870043435
TcdB_toxin_midN,-0.00958012,0.309247068,0.869753024
Tcf25,-0.004596728,0.625639558,0.870043435
TcfC,-0.011272955,0.231507038,0.765912413
Tcp10_C,-0.006660618,0.479611112,0.870043435
TcpA,-0.004139236,0.660431842,0.870043435
TcpC-like_C,-0.014250577,0.130393354,0.551256069
TcpE,-0.021225339,0.024259695,0.164968786
TcpF,-0.001951846,0.835886352,0.870043435
TcpQ,-0.04377818,3.34E-06,6.51E-05
TctA,-0.022723887,0.015861086,0.118601787
TctB,-0.022340388,0.017721876,0.129964954
TctC,-0.024894374,0.008228246,0.069982569
Tea_helical,-0.002822978,0.764470468,0.870043435
Tectonin,-0.003089712,0.742968073,0.870043435
TehB,-0.026906483,0.004287192,0.039746132
Tektin,-0.004400852,0.640439907,0.870043435
TelA,-0.027466453,0.003549097,0.034195264
TelK_N,-0.010107417,0.283373662,0.837211578
TelK_muzzle,-0.010470825,0.266420032,0.816366289
TelK_stirrup,-0.010107417,0.283373662,0.837211578
Ter,-0.047880736,3.68E-07,8.36E-06
TerB,-0.050790172,6.89E-08,1.79E-06
TerB_C,-0.023837967,0.011393691,0.091954818
TerB_N,-0.02374413,0.011721384,0.094007454
TerC,-0.041685339,9.59E-06,0.000170719
TerD,-0.037367711,7.27E-05,0.001070317
TerL_ATPase,-0.025025881,0.007895138,0.067497871
TerL_nuclease,-0.013998654,0.137329177,0.570333955
TerY_C,-0.034300267,0.000271046,0.003520237
Terminase-T7_RNaseH-like,-0.01867957,0.047399049,0.271426629
Terminase_2,-0.009969013,0.290018504,0.84400288
Terminase_3,-0.036518288,0.000105692,0.001510754
Terminase_3C,-0.009184755,0.329640365,0.870043435
Terminase_4,-0.013496944,0.151985159,0.60610126
Terminase_5,-0.051165732,5.51E-08,1.44E-06
Terminase_6,-0.002023783,0.829928616,0.870043435
Terminase_6C,-0.030501104,0.001203843,0.013532085
Terminase_6N,-0.042177537,7.52E-06,0.000136529
Terpene_syn_C_2,-0.00734877,0.435410032,0.870043435
Terpene_synth_C,-0.005787514,0.539044083,0.870043435
TetM_leader,-0.004801056,0.610359817,0.870043435
TetR,-0.003670361,0.696867325,0.870043435
TetR_C_1,-0.050248743,9.48E-08,2.40E-06
TetR_C_10,-0.002063425,0.826649677,0.870043435
TetR_C_11,-0.038087627,5.26E-05,0.000800995
TetR_C_13,-0.050782559,6.92E-08,1.80E-06
TetR_C_13_2,-0.037163651,7.96E-05,0.001165994
TetR_C_14,-0.010084368,0.284473037,0.837211578
TetR_C_15,-0.012997357,0.167733166,0.64012793
TetR_C_16,-0.005299525,0.573798879,0.870043435
TetR_C_17,-0.023574734,0.012334166,0.0978736
TetR_C_18,-0.006068893,0.519495088,0.870043435
TetR_C_19,-0.003702341,0.69435868,0.870043435
TetR_C_2,-0.00703679,0.45515146,0.870043435
TetR_C_20,-0.003379187,0.719857781,0.870043435
TetR_C_21,-0.005991407,0.524841742,0.870043435
TetR_C_22,-0.006763702,0.472837852,0.870043435
TetR_C_24,-0.02966529,0.001637185,0.017712625
TetR_C_25,-0.002736006,0.771521915,0.870043435
TetR_C_26,-0.001991394,0.832609863,0.870043435
TetR_C_27,-0.021250671,0.024090626,0.164206376
TetR_C_28,-0.016512006,0.079668896,0.401934109
TetR_C_29,-0.026719227,0.004563468,0.041936635
TetR_C_3,-0.010056728,0.285795214,0.838209441
TetR_C_30,-0.007512885,0.42522666,0.870043435
TetR_C_31,-0.016341369,0.082830048,0.413004299
TetR_C_33,-0.01401666,0.136824174,0.569190363
TetR_C_34,-0.005283587,0.574951595,0.870043435
TetR_C_35,-0.003581994,0.703816418,0.870043435
TetR_C_36,-0.002143492,0.82003622,0.870043435
TetR_C_37,-0.002171572,0.817719865,0.870043435
TetR_C_38,-0.002207869,0.814728029,0.870043435
TetR_C_39,-0.004132773,0.660928929,0.870043435
TetR_C_4,-0.018570278,0.048710797,0.277149296
TetR_C_40,-0.006140635,0.51456989,0.870043435
TetR_C_41,-0.028666173,0.002341616,0.024069389
TetR_C_43,-0.0138335,0.142028255,0.582351541
TetR_C_45,-0.006026242,0.522434554,0.870043435
TetR_C_46,-0.00522425,0.579253009,0.870043435
TetR_C_5,-0.009927265,0.292043285,0.847481974
TetR_C_6,-0.034834992,0.000217038,0.002887086
TetR_C_7,-0.032494646,0.000561191,0.006815592
TetR_C_8,-0.013414054,0.154517123,0.610289718
TetR_C_9,-0.007487283,0.426806065,0.870043435
TetR_HI_0893_C,-0.002063425,0.826649677,0.870043435
TetR_N,-0.099767191,2.53E-26,3.79E-24
Tet_C_40,-0.002063425,0.826649677,0.870043435
Tetraspanin,-0.006841032,0.467791615,0.870043435
Tex_N,-0.004314606,0.647002712,0.870043435
Tex_YqgF,-0.004314606,0.647002712,0.870043435
Tex_central_region,-0.004314606,0.647002712,0.870043435
TfoX_C,-0.005904123,0.530898077,0.870043435
TfoX_N,-0.005119303,0.586897519,0.870043435
TfuA,-0.012637805,0.179804005,0.665494093
TgpA_N,-0.005274107,0.575637796,0.870043435
ThcOx,-0.003719753,0.692994245,0.870043435
Thg1,-0.005667109,0.547520485,0.870043435
Thg1C,-0.004721593,0.616282429,0.870043435
Thi4,-0.052200203,2.96E-08,8.11E-07
ThiC-associated,-0.012341182,0.190238754,0.685773195
ThiC_Rad_SAM,-0.012719606,0.177002597,0.66093295
ThiD2,-0.002127975,0.821316962,0.870043435
ThiF,-0.043434129,3.99E-06,7.72E-05
ThiG,-0.02526052,0.007330678,0.063402162
ThiI,-0.006660592,0.479612831,0.870043435
ThiI_fer,-0.002939159,0.755081246,0.870043435
ThiJ_like,-0.023737529,0.01174475,0.09406403
ThiS,-0.021300323,0.023762206,0.162737245
ThiW,-0.003051522,0.746034888,0.870043435
Thia_YuaJ,-0.004856982,0.606206732,0.870043435
Thiaminase-1_dom,-0.002136265,0.820632632,0.870043435
Thiamine_BP,-0.004183406,0.657038994,0.870043435
Thioesterase,-0.036671239,9.89E-05,0.001425104
Thiol_cytolys_C,-0.004144057,0.660061211,0.870043435
Thiol_cytolysin,-0.004631926,0.622995684,0.870043435
Thiolase_C,-0.031645889,0.000780675,0.009192997
Thiolase_C_1,-0.02283761,0.015343381,0.115656998
Thiolase_N,-0.040778755,1.49E-05,0.000255724
Thioredox_DsbH,-0.014804964,0.116089447,0.514550188
Thioredoxin,-0.071670306,2.61E-14,1.37E-12
Thioredoxin_10,-0.010697628,0.256200115,0.802051012
Thioredoxin_2,-0.122366733,7.60E-39,1.99E-36
Thioredoxin_3,-0.044772446,1.99E-06,4.04E-05
Thioredoxin_4,-0.074682721,2.06E-15,1.18E-13
Thioredoxin_5,-0.0255582,0.006666783,0.058336881
Thioredoxin_6,-0.003974194,0.673170859,0.870043435
Thioredoxin_7,-0.031928952,0.000699889,0.008295805
Thioredoxin_8,-0.050684789,7.33E-08,1.89E-06
Thioredoxin_9,-0.021235142,0.024194147,0.164717297
ThrE,-0.008266857,0.380262654,0.870043435
ThrE_2,-0.009098298,0.334213376,0.870043435
Thr_dehydrat_C,-0.008530115,0.365277495,0.870043435
Thr_synth_N,-0.007006365,0.457103297,0.870043435
Thrombin_light,-0.001655966,0.860486446,0.878929252
ThsA_Macro,-0.009414043,0.317709725,0.870043435
ThsB_TIR,-0.019624927,0.037243987,0.226428519
ThuA,-0.01295724,0.169049006,0.643100558
Thump_like,-0.002003227,0.831630054,0.870043435
Thy1,-0.021453311,0.022774567,0.157375124
Thymidylat_synt,-0.028636171,0.00236653,0.02430382
Thymidylate_kin,-0.026904044,0.004290691,0.039746613
TibC_1st,-0.009860257,0.295312967,0.850954297
Tic110,-0.002191245,0.816097969,0.870043435
Tic22,-0.001902744,0.839958408,0.870043435
TilS,-0.004161412,0.658727542,0.870043435
TilS_C,-0.00545539,0.562583353,0.870043435
Tim44,-0.007578986,0.421164684,0.870043435
TipAS,-0.004840761,0.607409981,0.870043435
Tir_receptor_M,-0.002060412,0.826898737,0.870043435
TisB_toxin,-0.002137134,0.820560884,0.870043435
Tla3_C,-0.002105904,0.823139367,0.870043435
Tla3_N,-0.002105904,0.823139367,0.870043435
Tlde1_dom,-0.013115426,0.16390512,0.631383912
Tle3,-0.004855675,0.606303588,0.870043435
Tle3_C,-0.004282444,0.649457128,0.870043435
Tli3,-0.010585416,0.261221914,0.810729906
Tli4_C,-0.004551904,0.629013462,0.870043435
Tli4_N,-0.004551904,0.629013462,0.870043435
Tll0287-like,-0.009715836,0.302443164,0.861253583
Tlp,-0.00417656,0.657564388,0.870043435
TmcA_N,-0.00522917,0.578895805,0.870043435
Tmemb_14,-0.003276276,0.728045702,0.870043435
Tmemb_9,-0.003573819,0.704460537,0.870043435
Tmemb_cc2,-0.000341728,0.971067817,0.973515746
TmoB,-0.00300516,0.74976332,0.870043435
Tn7_Tnp_TnsA_C,-0.016775182,0.074986281,0.383976933
Tn7_TnsA-like_N,-0.029854288,0.001528214,0.016706062
Tn7_TnsC_Int,-0.006785801,0.471392693,0.870043435
Tn916-Xis,-0.00656163,0.486164731,0.870043435
TniB,-0.068001025,4.99E-13,2.31E-11
TniQ,-0.032807364,0.000495966,0.006117621
TnpB_IS66,-0.090523829,6.12E-22,5.88E-20
TnpV,-0.003476609,0.71213612,0.870043435
TnpW,-0.002140614,0.820273742,0.870043435
Tnp_DNA_bind,-0.017359978,0.065383226,0.345584209
TnsD,-0.049329961,1.62E-07,3.92E-06
TnsE_C,-0.015990415,0.089651142,0.433702439
Tocopherol_cycl,-0.002131735,0.821006573,0.870043435
TolA,-0.032602554,0.000537831,0.00655688
TolA_bind_tri,-0.006635312,0.481281917,0.870043435
TolB_N,-0.006363355,0.499436048,0.870043435
TolB_like,-0.002119693,0.822000713,0.870043435
Toluene_X,-0.011906017,0.206344125,0.719397457
Tom22,-0.003798573,0.686830118,0.870043435
Tom37,-0.007517085,0.424967873,0.870043435
Tom6,-0.002389686,0.799782893,0.870043435
TonB_2,-0.027785794,0.003181891,0.031098941
